KO RN CPD CKO
ko:K13310 rn:R06426 C00026 CKO133
ko:K16436 rn:R06426 C00026 CKO133
ko:K13329 rn:R08931 C00026 CKO133
ko:K13553 rn:R08897 C00026 CKO133
ko:K20567 rn:R08897 C00026 CKO133
ko:K20568 rn:R08897 C00026 CKO133
ko:K15372 rn:R01684 C00026 CKO133
ko:K15895 rn:R09825 C00026 CKO133
ko:K16016 rn:R06586 C00026 CKO133
ko:K20572 rn:R06586 C00026 CKO133
ko:K16423 rn:R06634 C00026 CKO133
ko:K16436 rn:R06631 C00026 CKO133
ko:K18653 rn:R10698 C00026 CKO133
ko:K19854 rn:R06423 C00026 CKO133
ko:K20567 rn:R08903 C00026 CKO133
ko:K20568 rn:R10094 C00026 CKO133
ko:K20568 rn:R11269 C00026 CKO133
ko:K20568 rn:R11270 C00026 CKO133
ko:K20591 rn:R11291 C00026 CKO133
ko:K20596 rn:R11297 C00026 CKO133
ko:K20596 rn:R11298 C00026 CKO133
ko:K20597 rn:R11299 C00026 CKO133
ko:K20680 rn:R09824 C00026 CKO133
ko:K21328 rn:R11475 C00026 CKO133
ko:K22598 rn:R11960 C00026 CKO133
ko:K22598 rn:R11963 C00026 CKO133
ko:K00285 rn:R01374 C00166;C02265 CKO134
ko:K00285 rn:R09493 C00161;C00405 CKO135
ko:K00287 rn:R11765 C00272;C02953 CKO136
ko:K00288 rn:R01655 C00445 CKO137
ko:K01491 rn:R01655 C00445 CKO137
ko:K01500 rn:R01655 C00445 CKO137
ko:K13403 rn:R01655 C00445 CKO137
ko:K00299 rn:R07210 C00061;C01847 CKO138
ko:K04091 rn:R07210 C00061;C01847 CKO138
ko:K00299 rn:R10206 C00061;C01847 CKO138
ko:K04091 rn:R10206 C00061;C01847 CKO138
ko:K00459 rn:R00025 C00061;C01847 CKO138
ko:K09018 rn:R09936 C00061;C01847 CKO138
ko:K09024 rn:R09936 C00061;C01847 CKO138
ko:K13561 rn:R08908 C00061;C01847 CKO138
ko:K13786 rn:R05218 C00061;C01847 CKO138
ko:K14630 rn:R09314 C00061;C01847 CKO138
ko:K15054 rn:R07664 C00061;C01847 CKO138
ko:K16047 rn:R09819 C00061;C01847 CKO138
ko:K16048 rn:R09819 C00061;C01847 CKO138
ko:K17228 rn:R10203 C00061;C01847 CKO138
ko:K20156 rn:R09559 C00061;C01847 CKO138
ko:K00301 rn:R00610 C00037;C00213 CKO139
ko:K00302 rn:R00610 C00037;C00213 CKO139
ko:K00303 rn:R00610 C00037;C00213 CKO139
ko:K00304 rn:R00610 C00037;C00213 CKO139
ko:K00305 rn:R00610 C00037;C00213 CKO139
ko:K00306 rn:R00610 C00037;C00213 CKO139
ko:K00314 rn:R00611 C00037;C00213 CKO139
ko:K00306 rn:R02204 C00408;C00450 CKO140
ko:K00307 rn:R03831 C02105;C02106 CKO141
ko:K00308 rn:R03899 C00315;C02567 CKO142
ko:K13367 rn:R03899 C00315;C02567 CKO142
ko:K00308 rn:R09074 C00134;C00612 CKO143
ko:K13367 rn:R09074 C00134;C00612 CKO143
ko:K00310 rn:R03984 C00051;C00127 CKO144
ko:K00432 rn:R00274 C00051;C00127 CKO144
ko:K00432 rn:R07034 C00051;C00127 CKO144
ko:K00432 rn:R07035 C00051;C00127 CKO144
ko:K05360 rn:R02824 C00051;C00127 CKO144
ko:K05360 rn:R03915 C00051;C00127 CKO144
ko:K05361 rn:R03167 C00051;C00127 CKO144
ko:K15239 rn:R05267 C00051;C00127 CKO144
ko:K15239 rn:R05269 C00051;C00127 CKO144
ko:K15241 rn:R05402 C00051;C00127 CKO144
ko:K15241 rn:R05403 C00051;C00127 CKO144
ko:K15958 rn:R09338 C00051;C00127 CKO144
ko:K21888 rn:R01108 C00051;C00127 CKO144
ko:K00315 rn:R01565 C00213;C01026 CKO145
ko:K00316 rn:R01914 C00315;C00986 CKO146
ko:K13366 rn:R01914 C00315;C00986 CKO146
ko:K00316 rn:R01915 C00315;C00986 CKO146
ko:K00317 rn:R01588 C00218;C00543 CKO147
ko:K16178 rn:R10015 C00218;C00543 CKO147
ko:K00317 rn:R02511 C00067;C00565 CKO148
ko:K00318 rn:R10507 C00148;C03912 CKO149
ko:K18318 rn:R10507 C00148;C03912 CKO149
ko:K18319 rn:R10507 C00148;C03912 CKO149
ko:K13821 rn:R01253 C00148;C03912 CKO149
ko:K00319 rn:R04456 C04330;C04377 CKO150
ko:K13942 rn:R04455 C04330;C04377 CKO150
ko:K00320 rn:R04464 C04377;C04488 CKO151
ko:K00360 rn:R00798 C00088;C00244 CKO152
ko:K00370 rn:R00798 C00088;C00244 CKO152
ko:K00371 rn:R00798 C00088;C00244 CKO152
ko:K00372 rn:R00798 C00088;C00244 CKO152
ko:K00374 rn:R00798 C00088;C00244 CKO152
ko:K02567 rn:R00798 C00088;C00244 CKO152
ko:K02568 rn:R00798 C00088;C00244 CKO152
ko:K00367 rn:R00791 C00088;C00244 CKO152
ko:K00370 rn:R09497 C00088;C00244 CKO152
ko:K00371 rn:R09497 C00088;C00244 CKO152
ko:K00374 rn:R09497 C00088;C00244 CKO152
ko:K00365 rn:R02106 C00366;C11821 CKO153
ko:K16838 rn:R02106 C00366;C11821 CKO153
ko:K00365 rn:R07981 C16361;C16362 CKO154
ko:K16838 rn:R07981 C16361;C16362 CKO154
ko:K00366 rn:R00790 C00014;C00088 CKO155
ko:K00368 rn:R00785 C00088;C00533 CKO156
ko:K15864 rn:R00785 C00088;C00533 CKO156
ko:K00387 rn:R00533 C00059;C00094 CKO157
ko:K21307 rn:R11487 C00059;C00094 CKO157
ko:K21308 rn:R11487 C00059;C00094 CKO157
ko:K21309 rn:R11487 C00059;C00094 CKO157
ko:K00390 rn:R02021 C00053;C00054 CKO158
ko:K01014 rn:R01242 C00053;C00054 CKO158
ko:K01015 rn:R00629 C00053;C00054 CKO158
ko:K01015 rn:R03405 C00053;C00054 CKO158
ko:K01015 rn:R08977 C00053;C00054 CKO158
ko:K01015 rn:R08978 C00053;C00054 CKO158
ko:K01016 rn:R02350 C00053;C00054 CKO158
ko:K01017 rn:R02180 C00053;C00054 CKO158
ko:K04742 rn:R02180 C00053;C00054 CKO158
ko:K07779 rn:R02180 C00053;C00054 CKO158
ko:K01019 rn:R04017 C00053;C00054 CKO158
ko:K01019 rn:R05105 C00053;C00054 CKO158
ko:K01019 rn:R10805 C00053;C00054 CKO158
ko:K01020 rn:R02181 C00053;C00054 CKO158
ko:K04743 rn:R02181 C00053;C00054 CKO158
ko:K01020 rn:R07288 C00053;C00054 CKO158
ko:K04743 rn:R07288 C00053;C00054 CKO158
ko:K08105 rn:R10873 C00053;C00054 CKO158
ko:K08106 rn:R10868 C00053;C00054 CKO158
ko:K08106 rn:R10869 C00053;C00054 CKO158
ko:K11821 rn:R03214 C00053;C00054 CKO158
ko:K11821 rn:R08167 C00053;C00054 CKO158
ko:K11821 rn:R08662 C00053;C00054 CKO158
ko:K11821 rn:R08669 C00053;C00054 CKO158
ko:K22321 rn:R08669 C00053;C00054 CKO158
ko:K11821 rn:R08671 C00053;C00054 CKO158
ko:K22321 rn:R08671 C00053;C00054 CKO158
ko:K11822 rn:R09444 C00053;C00054 CKO158
ko:K13270 rn:R02159 C00053;C00054 CKO158
ko:K13271 rn:R02633 C00053;C00054 CKO158
ko:K16949 rn:R01861 C00053;C00054 CKO158
ko:K18571 rn:R10751 C00053;C00054 CKO158
ko:K22312 rn:R11796 C00053;C00054 CKO158
ko:K22321 rn:R11887 C00053;C00054 CKO158
ko:K22321 rn:R11888 C00053;C00054 CKO158
ko:K00392 rn:R00859 C00094;C00283 CKO159
ko:K11180 rn:R00861 C00094;C00283 CKO159
ko:K11181 rn:R00861 C00094;C00283 CKO159
ko:K00392 rn:R03600 C01528;C05684 CKO160
ko:K00394 rn:R00860 C00224 CKO161
ko:K00395 rn:R00860 C00224 CKO161
ko:K00394 rn:R08553 C00224 CKO161
ko:K00395 rn:R08553 C00224 CKO161
ko:K05907 rn:R05717 C00224 CKO161
ko:K22966 rn:R00531 C00224 CKO161
ko:K00399 rn:R04541 C04628;C04832 CKO162
ko:K00401 rn:R04541 C04628;C04832 CKO162
ko:K00402 rn:R04541 C04628;C04832 CKO162
ko:K00422 rn:R00031 C00082;C00355 CKO163
ko:K00422 rn:R02078 C00082;C00355 CKO163
ko:K00505 rn:R02078 C00082;C00355 CKO163
ko:K00501 rn:R07212 C00082;C00355 CKO163
ko:K00505 rn:R00731 C00082;C00355 CKO163
ko:K00422 rn:R00045 C00355;C00822 CKO164
ko:K00423 rn:R00068 C00072;C05422 CKO165
ko:K00434 rn:R00644 C00072;C05422 CKO165
ko:K00503 rn:R02535 C00072;C05422 CKO165
ko:K05933 rn:R07214 C00072;C05422 CKO165
ko:K09839 rn:R07178 C00072;C05422 CKO165
ko:K09839 rn:R07179 C00072;C05422 CKO165
ko:K09839 rn:R10055 C00072;C05422 CKO165
ko:K00430 rn:R00602 C00067;C00132 CKO166
ko:K03781 rn:R00602 C00067;C00132 CKO166
ko:K03782 rn:R00602 C00067;C00132 CKO166
ko:K11188 rn:R00602 C00067;C00132 CKO166
ko:K14028 rn:R01146 C00067;C00132 CKO166
ko:K14029 rn:R01146 C00067;C00132 CKO166
ko:K17066 rn:R00608 C00067;C00132 CKO166
ko:K17067 rn:R00614 C00067;C00132 CKO166
ko:K17068 rn:R00614 C00067;C00132 CKO166
ko:K00431 rn:R03208 C01060;C01829 CKO167
ko:K00431 rn:R03539 C00082;C02515 CKO168
ko:K00431 rn:R03953 C01060;C02465 CKO169
ko:K00431 rn:R03973 C01060;C02515 CKO170
ko:K00435 rn:R11522 C00032;C21284 CKO171
ko:K22227 rn:R12002 C00032;C21284 CKO171
ko:K00446 rn:R00816 C00090;C00682 CKO172
ko:K07104 rn:R00816 C00090;C00682 CKO172
ko:K00446 rn:R04089 C02923;C06210 CKO173
ko:K07104 rn:R04089 C02923;C06210 CKO173
ko:K16270 rn:R04089 C02923;C06210 CKO173
ko:K00446 rn:R05295 C06730;C06760 CKO174
ko:K07104 rn:R05295 C06730;C06760 CKO174
ko:K00446 rn:R05404 C07085;C07087 CKO175
ko:K07104 rn:R05404 C07085;C07087 CKO175
ko:K00446 rn:R05406 C02375;C07089 CKO176
ko:K07104 rn:R05406 C02375;C07089 CKO176
ko:K00446 rn:R07795 C02501;C06336 CKO177
ko:K07104 rn:R07795 C02501;C06336 CKO177
ko:K00448 rn:R01631 C00230;C01163 CKO178
ko:K00449 rn:R01631 C00230;C01163 CKO178
ko:K00448 rn:R03549 C01424;C03671 CKO179
ko:K00449 rn:R03549 C01424;C03671 CKO179
ko:K00450 rn:R02656 C00628;C02167 CKO180
ko:K00451 rn:R02519 C00544;C01036 CKO181
ko:K00452 rn:R02665 C00632;C04409 CKO182
ko:K00453 rn:R00678 C00078;C02700 CKO183
ko:K00463 rn:R00678 C00078;C02700 CKO183
ko:K00454 rn:R03626 C01595;C04717 CKO184
ko:K00460 rn:R03626 C01595;C04717 CKO184
ko:K00454 rn:R07864 C06427;C16321 CKO185
ko:K00454 rn:R07869 C04785;C06427 CKO186
ko:K00455 rn:R03303 C01161;C04642 CKO187
ko:K00456 rn:R00893 C00097;C00606 CKO188
ko:K00457 rn:R01372 C00166;C05852 CKO189
ko:K00457 rn:R02521 C00544;C01179 CKO190
ko:K00458 rn:R01596 C00219;C05965 CKO191
ko:K00460 rn:R01593 C00219;C05966 CKO192
ko:K08022 rn:R01593 C00219;C05966 CKO192
ko:K19246 rn:R01593 C00219;C05966 CKO192
ko:K00461 rn:R01595 C00219;C05356 CKO193
ko:K00461 rn:R03058 C00909;C05356 CKO194
ko:K00461 rn:R08527 C00219;C00909 CKO195
ko:K00462 rn:R03462 C01273;C02526 CKO196
ko:K00462 rn:R05245 C06586;C06587 CKO197
ko:K00462 rn:R05256 C06644;C06645 CKO198
ko:K00462 rn:R07827 C05618;C16266 CKO199
ko:K00463 rn:R02702 C00643;C05648 CKO200
ko:K00463 rn:R02909 C00780;C05647 CKO201
ko:K00463 rn:R03628 C01598;C05642 CKO202
ko:K00464 rn:R09601 C00376;C19728;C19728;C19729 CKO203
ko:K00466 rn:R00679 C00078;C02693 CKO204
ko:K00467 rn:R00319 C00033;C00186 CKO205
ko:K00468 rn:R00449 C00047;C00990 CKO206
ko:K00469 rn:R01184 C00137;C00191 CKO207
ko:K00471 rn:R02397 C00487;C01181 CKO208
ko:K00472 rn:R01252 C00148;C01157 CKO209
ko:K00473 rn:R03376 C01211;C02188 CKO210
ko:K13645 rn:R03376 C01211;C02188 CKO210
ko:K13646 rn:R03376 C01211;C02188 CKO210
ko:K13647 rn:R03376 C01211;C02188 CKO210
ko:K00474 rn:R03451 C01259;C03793 CKO211
ko:K00475 rn:R02444 C00509;C00974 CKO212
ko:K00475 rn:R03640 C01617;C05631 CKO213
ko:K00475 rn:R05039 C02906;C05911 CKO214
ko:K00475 rn:R07993 C09826;C09827 CKO215
ko:K00475 rn:R07996 C09751;C09762 CKO216
ko:K00475 rn:R07997 C01378;C09614 CKO217
ko:K00487 rn:R02253 C00423;C00811 CKO218
ko:K00487 rn:R08815 C00223;C00540 CKO219
ko:K00488 rn:R04806 C05444;C05452 CKO220
ko:K00488 rn:R04807 C05446;C05454 CKO221
ko:K00488 rn:R08505 C00187;C15610 CKO222
ko:K00488 rn:R08758 C05444;C05445 CKO223
ko:K00488 rn:R08759 C01301;C05446 CKO224
ko:K00488 rn:R08761 C01301;C04722 CKO225
ko:K00488 rn:R11142 C04722;C05454 CKO226
ko:K00489 rn:R01463 C00187;C03594 CKO227
ko:K00489 rn:R07372 C06341;C15610 CKO228
ko:K07430 rn:R07372 C06341;C15610 CKO228
ko:K00491 rn:R11711 C00062;C00327 CKO229
ko:K01478 rn:R00552 C00062;C00327 CKO229
ko:K00491 rn:R11712 C00062;C05933 CKO230
ko:K19741 rn:R11033 C00062;C05933 CKO230
ko:K00491 rn:R11713 C00327;C05933 CKO231
ko:K00493 rn:R03629 C01598;C05643 CKO232
ko:K07408 rn:R03629 C01598;C05643 CKO232
ko:K07409 rn:R03629 C01598;C05643 CKO232
ko:K07410 rn:R03629 C01598;C05643 CKO232
ko:K14338 rn:R03629 C01598;C05643 CKO232
ko:K00493 rn:R05259 C06604;C06606 CKO233
ko:K14338 rn:R05259 C06604;C06606 CKO233
ko:K00494 rn:R10551 C00609;C00638 CKO234
ko:K15854 rn:R10551 C00609;C00638 CKO234
ko:K00495 rn:R07638 C16074;C16075 CKO235
ko:K10566 rn:R07638 C16074;C16075 CKO235
ko:K00495 rn:R10041 C16075;C19714 CKO236
ko:K00495 rn:R11733 C00561;C16074 CKO237
ko:K00497 rn:R02218 C00410;C05498 CKO238
ko:K07433 rn:R02218 C00410;C05498 CKO238
ko:K00497 rn:R02725 C00280;C05284 CKO239
ko:K07433 rn:R02725 C00280;C05284 CKO239
ko:K00497 rn:R02843 C00735;C05488 CKO240
ko:K07433 rn:R02843 C00735;C05488 CKO240
ko:K00497 rn:R03329 C01176;C05497 CKO241
ko:K07433 rn:R03329 C01176;C05497 CKO241
ko:K00497 rn:R03851 C02140;C03205 CKO242
ko:K07433 rn:R03851 C02140;C03205 CKO242
ko:K00497 rn:R04850 C05487;C05489 CKO243
ko:K07433 rn:R04850 C05487;C05489 CKO243
ko:K00497 rn:R08949 C01780;C03205 CKO244
ko:K00498 rn:R01454 C00187;C05500 CKO245
ko:K00498 rn:R02723 C00187;C05502 CKO246
ko:K00498 rn:R03933 C01953;C05501 CKO247
ko:K00498 rn:R04676 C05138;C05499 CKO248
ko:K00498 rn:R04854 C05500;C05501 CKO249
ko:K00498 rn:R04855 C05501;C05502 CKO250
ko:K00500 rn:R01795 C00268;C00272 CKO251
ko:K00501 rn:R01815 C00268;C00272 CKO251
ko:K00502 rn:R01814 C00268;C00272 CKO251
ko:K00500 rn:R07211 C00079;C00082 CKO252
ko:K00502 rn:R07213 C00078;C00643 CKO253
ko:K00505 rn:R02363 C00472;C00530 CKO254
ko:K00505 rn:R04693 C05176;C05202 CKO255
ko:K13385 rn:R05732 C05176;C05202 CKO255
ko:K00505 rn:R04884 C05578;C05579 CKO256
ko:K00506 rn:R08965 C04185;C17938 CKO257
ko:K00507 rn:R02222 C00412;C00510 CKO258
ko:K22769 rn:R12048 C00412;C00510 CKO258
ko:K22770 rn:R12048 C00412;C00510 CKO258
ko:K00508 rn:R07063 C01595;C06426 CKO259
ko:K00509 rn:R00073 C00427;C05956 CKO260
ko:K11987 rn:R00073 C00427;C05956 CKO260
ko:K00509 rn:R01590 C00219;C05956 CKO261
ko:K11987 rn:R01590 C00219;C05956 CKO261
ko:K00510 rn:R00311 C00032;C00500 CKO262
ko:K21418 rn:R00311 C00032;C00500 CKO262
ko:K21480 rn:R11579 C00032;C00500 CKO262
ko:K00511 rn:R02874 C00751;C01054 CKO263
ko:K00512 rn:R02211 C00410;C01176 CKO264
ko:K00512 rn:R03783 C01953;C05138 CKO265
ko:K00512 rn:R04852 C05497;C05498 CKO266
ko:K00512 rn:R04853 C05499;C05500 CKO267
ko:K00512 rn:R08517 C01227;C05138 CKO268
ko:K00512 rn:R08518 C00280;C01176 CKO269
ko:K00513 rn:R02213 C00410;C03205 CKO270
ko:K00513 rn:R02838 C00735;C05497 CKO271
ko:K00513 rn:R03326 C01176;C05488 CKO272
ko:K00513 rn:R03784 C01953;C05485 CKO273
ko:K00513 rn:R03849 C02140;C05498 CKO274
ko:K00513 rn:R04675 C05138;C05487 CKO275
ko:K00514 rn:R04798 C05430;C05431 CKO276
ko:K10027 rn:R04798 C05430;C05431 CKO276
ko:K15745 rn:R04798 C05430;C05431 CKO276
ko:K00514 rn:R04800 C05431;C05432 CKO277
ko:K10027 rn:R04800 C05431;C05432 CKO277
ko:K15745 rn:R04800 C05431;C05432 CKO277
ko:K00514 rn:R07511 C15857;C15858 CKO278
ko:K00514 rn:R09656 C15857;C19759 CKO279
ko:K00514 rn:R09658 C15858;C19759 CKO280
ko:K00515 rn:R00032 C00376;C02094 CKO281
ko:K00524 rn:R02017 C00342;C00343 CKO282
ko:K00525 rn:R02017 C00342;C00343 CKO282
ko:K00526 rn:R02017 C00342;C00343 CKO282
ko:K10807 rn:R02017 C00342;C00343 CKO282
ko:K10808 rn:R02017 C00342;C00343 CKO282
ko:K00524 rn:R02018 C00342;C00343 CKO282
ko:K00525 rn:R02018 C00342;C00343 CKO282
ko:K00526 rn:R02018 C00342;C00343 CKO282
ko:K00524 rn:R02019 C00342;C00343 CKO282
ko:K00525 rn:R02019 C00342;C00343 CKO282
ko:K00526 rn:R02019 C00342;C00343 CKO282
ko:K10807 rn:R02019 C00342;C00343 CKO282
ko:K10808 rn:R02019 C00342;C00343 CKO282
ko:K00524 rn:R02024 C00342;C00343 CKO282
ko:K00525 rn:R02024 C00342;C00343 CKO282
ko:K00526 rn:R02024 C00342;C00343 CKO282
ko:K10807 rn:R02024 C00342;C00343 CKO282
ko:K10808 rn:R02024 C00342;C00343 CKO282
ko:K00527 rn:R02014 C00342;C00343 CKO282
ko:K00527 rn:R02020 C00342;C00343 CKO282
ko:K00527 rn:R02022 C00342;C00343 CKO282
ko:K00527 rn:R02023 C00342;C00343 CKO282
ko:K00527 rn:R04315 C00342;C00343 CKO282
ko:K01738 rn:R04859 C00342;C00343 CKO282
ko:K01740 rn:R04859 C00342;C00343 CKO282
ko:K10150 rn:R04859 C00342;C00343 CKO282
ko:K13034 rn:R04859 C00342;C00343 CKO282
ko:K17069 rn:R04859 C00342;C00343 CKO282
ko:K08968 rn:R02025 C00342;C00343 CKO282
ko:K10807 rn:R11893 C00342;C00343 CKO282
ko:K10808 rn:R11893 C00342;C00343 CKO282
ko:K15717 rn:R09506 C00342;C00343 CKO282
ko:K00541 rn:R01269 C00019;C00021 CKO283
ko:K00542 rn:R01883 C00019;C00021 CKO283
ko:K00543 rn:R03130 C00019;C00021 CKO283
ko:K22588 rn:R03130 C00019;C00021 CKO283
ko:K00543 rn:R04905 C00019;C00021 CKO283
ko:K00545 rn:R02534 C00019;C00021 CKO283
ko:K00545 rn:R02920 C00019;C00021 CKO283
ko:K00545 rn:R03304 C00019;C00021 CKO283
ko:K00545 rn:R04301 C00019;C00021 CKO283
ko:K00545 rn:R04762 C00019;C00021 CKO283
ko:K00545 rn:R04764 C00019;C00021 CKO283
ko:K00545 rn:R04881 C00019;C00021 CKO283
ko:K00545 rn:R04887 C00019;C00021 CKO283
ko:K00546 rn:R02155 C00019;C00021 CKO283
ko:K00547 rn:R00650 C00019;C00021 CKO283
ko:K00550 rn:R01320 C00019;C00021 CKO283
ko:K00551 rn:R01320 C00019;C00021 CKO283
ko:K00570 rn:R01320 C00019;C00021 CKO283
ko:K00550 rn:R03424 C00019;C00021 CKO283
ko:K00551 rn:R03424 C00019;C00021 CKO283
ko:K00570 rn:R03424 C00019;C00021 CKO283
ko:K00551 rn:R02056 C00019;C00021 CKO283
ko:K00570 rn:R02056 C00019;C00021 CKO283
ko:K16369 rn:R02056 C00019;C00021 CKO283
ko:K00552 rn:R00367 C00019;C00021 CKO283
ko:K00553 rn:R02533 C00019;C00021 CKO283
ko:K00554 rn:R00597 C00019;C00021 CKO283
ko:K15429 rn:R00597 C00019;C00021 CKO283
ko:K00558 rn:R04858 C00019;C00021 CKO283
ko:K17398 rn:R04858 C00019;C00021 CKO283
ko:K17399 rn:R04858 C00019;C00021 CKO283
ko:K00559 rn:R04427 C00019;C00021 CKO283
ko:K00559 rn:R07481 C00019;C00021 CKO283
ko:K00561 rn:R10716 C00019;C00021 CKO283
ko:K02528 rn:R10716 C00019;C00021 CKO283
ko:K14191 rn:R10716 C00019;C00021 CKO283
ko:K00562 rn:R02174 C00019;C00021 CKO283
ko:K00562 rn:R02910 C00019;C00021 CKO283
ko:K00562 rn:R09370 C00019;C00021 CKO283
ko:K00563 rn:R07233 C00019;C00021 CKO283
ko:K14336 rn:R07233 C00019;C00021 CKO283
ko:K00564 rn:R07234 C00019;C00021 CKO283
ko:K08316 rn:R07234 C00019;C00021 CKO283
ko:K11391 rn:R07234 C00019;C00021 CKO283
ko:K12297 rn:R07234 C00019;C00021 CKO283
ko:K00565 rn:R03805 C00019;C00021 CKO283
ko:K00568 rn:R04988 C00019;C00021 CKO283
ko:K00568 rn:R05614 C00019;C00021 CKO283
ko:K00568 rn:R08769 C00019;C00021 CKO283
ko:K00568 rn:R08781 C00019;C00021 CKO283
ko:K00591 rn:R08781 C00019;C00021 CKO283
ko:K00569 rn:R08236 C00019;C00021 CKO283
ko:K00569 rn:R08239 C00019;C00021 CKO283
ko:K00569 rn:R08246 C00019;C00021 CKO283
ko:K00586 rn:R11165 C00019;C00021 CKO283
ko:K00587 rn:R04496 C00019;C00021 CKO283
ko:K00588 rn:R01942 C00019;C00021 CKO283
ko:K00588 rn:R06578 C00019;C00021 CKO283
ko:K00589 rn:R03194 C00019;C00021 CKO283
ko:K02302 rn:R03194 C00019;C00021 CKO283
ko:K02303 rn:R03194 C00019;C00021 CKO283
ko:K02496 rn:R03194 C00019;C00021 CKO283
ko:K13542 rn:R03194 C00019;C00021 CKO283
ko:K13543 rn:R03194 C00019;C00021 CKO283
ko:K00591 rn:R02175 C00019;C00021 CKO283
ko:K00591 rn:R04711 C00019;C00021 CKO283
ko:K00591 rn:R07235 C00019;C00021 CKO283
ko:K00591 rn:R08771 C00019;C00021 CKO283
ko:K00595 rn:R05149 C00019;C00021 CKO283
ko:K00599 rn:R02671 C00019;C00021 CKO283
ko:K00599 rn:R03955 C00019;C00021 CKO283
ko:K02169 rn:R09543 C00019;C00021 CKO283
ko:K02188 rn:R07773 C00019;C00021 CKO283
ko:K02191 rn:R05813 C00019;C00021 CKO283
ko:K03399 rn:R05813 C00019;C00021 CKO283
ko:K02191 rn:R07774 C00019;C00021 CKO283
ko:K02228 rn:R05219 C00019;C00021 CKO283
ko:K02493 rn:R10806 C00019;C00021 CKO283
ko:K07320 rn:R10806 C00019;C00021 CKO283
ko:K02516 rn:R11216 C00019;C00021 CKO283
ko:K05931 rn:R11216 C00019;C00021 CKO283
ko:K11434 rn:R11216 C00019;C00021 CKO283
ko:K11435 rn:R11216 C00019;C00021 CKO283
ko:K11436 rn:R11216 C00019;C00021 CKO283
ko:K11437 rn:R11216 C00019;C00021 CKO283
ko:K11438 rn:R11216 C00019;C00021 CKO283
ko:K11439 rn:R11216 C00019;C00021 CKO283
ko:K19737 rn:R11216 C00019;C00021 CKO283
ko:K02516 rn:R11218 C00019;C00021 CKO283
ko:K19737 rn:R11218 C00019;C00021 CKO283
ko:K02516 rn:R11220 C00019;C00021 CKO283
ko:K19737 rn:R11220 C00019;C00021 CKO283
ko:K03183 rn:R04990 C00019;C00021 CKO283
ko:K03183 rn:R08774 C00019;C00021 CKO283
ko:K06127 rn:R08774 C00019;C00021 CKO283
ko:K03183 rn:R09736 C00019;C00021 CKO283
ko:K03394 rn:R03948 C00019;C00021 CKO283
ko:K13540 rn:R03948 C00019;C00021 CKO283
ko:K03394 rn:R05808 C00019;C00021 CKO283
ko:K13540 rn:R05808 C00019;C00021 CKO283
ko:K03399 rn:R07775 C00019;C00021 CKO283
ko:K03428 rn:R04237 C00019;C00021 CKO283
ko:K05279 rn:R02157 C00019;C00021 CKO283
ko:K05279 rn:R05035 C00019;C00021 CKO283
ko:K05353 rn:R01153 C00019;C00021 CKO283
ko:K05925 rn:R12011 C00019;C00021 CKO283
ko:K05928 rn:R07236 C00019;C00021 CKO283
ko:K05928 rn:R07504 C00019;C00021 CKO283
ko:K05928 rn:R10491 C00019;C00021 CKO283
ko:K05928 rn:R10492 C00019;C00021 CKO283
ko:K05929 rn:R02037 C00019;C00021 CKO283
ko:K05929 rn:R06868 C00019;C00021 CKO283
ko:K05929 rn:R06869 C00019;C00021 CKO283
ko:K05931 rn:R11217 C00019;C00021 CKO283
ko:K11434 rn:R11217 C00019;C00021 CKO283
ko:K11435 rn:R11217 C00019;C00021 CKO283
ko:K11436 rn:R11217 C00019;C00021 CKO283
ko:K11437 rn:R11217 C00019;C00021 CKO283
ko:K11439 rn:R11217 C00019;C00021 CKO283
ko:K05931 rn:R11219 C00019;C00021 CKO283
ko:K11434 rn:R11219 C00019;C00021 CKO283
ko:K11435 rn:R11219 C00019;C00021 CKO283
ko:K11436 rn:R11219 C00019;C00021 CKO283
ko:K11437 rn:R11219 C00019;C00021 CKO283
ko:K11439 rn:R11219 C00019;C00021 CKO283
ko:K05934 rn:R05180 C00019;C00021 CKO283
ko:K13540 rn:R05180 C00019;C00021 CKO283
ko:K13541 rn:R05180 C00019;C00021 CKO283
ko:K05934 rn:R05809 C00019;C00021 CKO283
ko:K13540 rn:R05809 C00019;C00021 CKO283
ko:K13541 rn:R05809 C00019;C00021 CKO283
ko:K05936 rn:R05181 C00019;C00021 CKO283
ko:K05936 rn:R05810 C00019;C00021 CKO283
ko:K06101 rn:R03875 C00019;C00021 CKO283
ko:K09186 rn:R03875 C00019;C00021 CKO283
ko:K09187 rn:R03875 C00019;C00021 CKO283
ko:K09188 rn:R03875 C00019;C00021 CKO283
ko:K09189 rn:R03875 C00019;C00021 CKO283
ko:K11419 rn:R03875 C00019;C00021 CKO283
ko:K11420 rn:R03875 C00019;C00021 CKO283
ko:K11421 rn:R03875 C00019;C00021 CKO283
ko:K11422 rn:R03875 C00019;C00021 CKO283
ko:K11423 rn:R03875 C00019;C00021 CKO283
ko:K11424 rn:R03875 C00019;C00021 CKO283
ko:K11425 rn:R03875 C00019;C00021 CKO283
ko:K11427 rn:R03875 C00019;C00021 CKO283
ko:K11428 rn:R03875 C00019;C00021 CKO283
ko:K11429 rn:R03875 C00019;C00021 CKO283
ko:K11430 rn:R03875 C00019;C00021 CKO283
ko:K11431 rn:R03875 C00019;C00021 CKO283
